,Users,Review_date,Review_content,Rating
619,ritik kumar,a year ago,What a mind blowing fantastic fabluous movie vikram are. Completely superb action sequence and VFX. The cameo role of suriya is superb 🔥," Rated 5.0 out of 5, "
620,santosh kodukula,a year ago,"Excellent story ,screen play, direction, action ,music,bgm, actors performance  mainly fahad fazil versatile actor taking major part of movie and kamal hasan in the second half to the next level.what a direction lokesh kanagaraj >>> mindblowing."," Rated 5.0 out of 5, "
621,mohammed anas,a year ago,"Kamal hassan, fahad, vijay s.  Super combo.😘
 Bgm, screen play, camera, direction...   Salute.🙏
Its above all others. Even the collections prooves that.
Suspense.. Thriller... Fights... Unbelievable.
Big salute to kamal hassan."," Rated 5.0 out of 5, "
622,Dileeban Thilakaraja,a year ago,"Best come back movie for Kamal #Andavar 
director lokesh Nailed It 
VJS Best Acting 
Fahadh Best Acting 
Anirudh BGM Wow 
surya Next level 
The Real #Ghost 
All other cast and crew members All the best team 👍🏻👍🏻👍🏻❤️
#from Srilanka"," Rated 5.0 out of 5, "
623,ravi teja,a year ago,Movie made fool out of me tried to be oversmart with simple revenge story and tried to link khaidi movie like some Marvel movies. Irritated the gell out of me. Anirudh bgm is top notch though. It's like khaidi 2 but terrible sequel," Rated 1.0 out of 5, "
624,Rajesh Tatapudi,a year ago,"Really Amazing movie to watch. Not even a single second will bore you. Everything is amazing
-Direction
-Screenplay
-storyline
-cast
-Background 🎼

I really enjoyed watching this movie."," Rated 5.0 out of 5, "
625,Gandu Srinivasulu,a year ago,"one of the most upcoming action and commercial movies ka baap director lokesh kanagaraj  ans  this is the best come back to kamal hassan must teatre watch movie love from kurnool,andhra pradesh"," Rated 5.0 out of 5, "
626,Pad Srinivas,a year ago,"VIKRAM IS MADE LIKE A HOLLYWOOD MOVIE WITH UNEXPECTED TWISTS.  KAMAL HASAN, THE LEGEND GAVE A TREMENDOUS PERFORMANCE.  A MUST WATCH FILM!  WE HAVE TO WATCH THE FIRST HALF KEENLY TO ENJOY THE 2ND HALF."," Rated 5.0 out of 5, "
627,Kapil Kumar,a year ago,"Masterpiece, Amazing and Extraordinary
Guys If U loved Pushpa, If U loved KGF2 then This Movie is Really one step ahead👍👍👍👍
Direction 10/9
Screenplay 10/10
Cinematography10/10
Action 10/10
Acting
I can't explain, Kamal Hasan Sir , Fahadh Faasil  or Vijay sethupathi Baap Re Baap Extraordinary
And Goosebumps Performance by Vasanthi Madam "" Agent Tina 👍👍👍

Guys Its best movie of 2022 and Masterpiece of Kamal Hassan Sir 👍👍👍👍👍👍👍👍👍👍👍👍"," Rated 5.0 out of 5, "
628,Ajaysinh Solanki,a year ago,Owsem movie...Kamal sir...sethupati..fawad .fasil .work very hard ... All three legend such acting lavel no compromise anyone..directrography nd music level any scene wordless...my life best movie..ever seen," Rated 5.0 out of 5, "
629,C k,a year ago,"Loved it , but 1 star down coz of 3 things that I personally didn't like!
1. Illogical scenes -- cutting of tendon, rod placed scene is unscientific 💩, epilepsy -heaet disease🤣 , CPR after 10+ minutes 🙄

2. Unnecessary drag in few scenes and stupid background old songs

3.Few Actors 👎 and screenplay unlike Khaidi"," Rated 4.0 out of 5, "
630,Mohammed Zia ulla,a year ago,"One word for the movie ...  It's awesome.. Kamal sir , Vijay sethupathi, Fahad fazil did a brilliant job.. and no words for Surya always my favourite super hero"," Rated 5.0 out of 5, "
631,Jyoti Pundir,a year ago,"The only reason people are praising the movie is that there are 3 mega stars. Illogical movie, Kamal Hassan was some genius in his career but later in the movie, he took lots of stupid decisions. Only the fighting scenes were good and the stars were good but the movie was not. The thing is: The first half was good but the second half was a disaster. In the first half there was mystery but later there were only fighting scenes, Also role of Sethupathi was not justified."," Rated 1.0 out of 5, "
632,Cyril Cheeran,a year ago,"They just killed it. 
Mass action drama everything you can ask for.
Only Con is that they messed up the climax sequence.

Overall: 8.5/10"," Rated 4.0 out of 5, "
633,Thehacker Kunj,7 months ago,"Superb movie, Superb Acting just awesome amazing. This movie is with every suspence and a really big surprise at the end you will surely love this  one."," Rated 5.0 out of 5, "
634,Anoop Bhaskaran (AB),a year ago,"Social media and paid media hype that’s all nothing is great other than great actors, they did the job well but story same usual… no great technology or camera. Lots of action"," Rated 2.0 out of 5, "
635,Senthil Kumar,a year ago,"Hollywood Level..Best Action Thriller.. Must watch in Theatres...I request don't release this in OTT platform..

Special mention for Stunt Choreographer Anbu and Ariv.Backbone of Kaithi and KGF success and now Vikram.Hatsoff..."," Rated 5.0 out of 5, "
636,Ganesh Sathyanathan,a year ago,Very gripping movie from Tamil film industry after a very long time. Excellent screenplay and direction. Must watch in theatre," Rated 5.0 out of 5, "
637,vyshak p,a year ago,"Proper review (not fan based review)

If you are looking for action - then don't think twice == this is the film that you are looking for 

This is action-packed with intense fanboy moments.
Surya's entrance is the one that you should not miss."," Rated 5.0 out of 5, "
638,Shayne Roy,a year ago,"Kamal Hassan come back movie. 
Fight before Interval excellent. 
Aniruddh bgm awesome. 
Fully action loaded movie. 
Lokesh rocks.. 
And goosebumps scenes are also there."," Rated 5.0 out of 5, "
639,Jean Shelomith,a year ago,"Audience need intelligence to rate 5stars for this movie.. The cinematography, storyline, screenplay, actors gestures, angle, script, screen space-absolutely every minute details.. It’s like watching a Kollywood movie in Hollywood style. But definitely only intelligent folks can understand every hidden essence of this movie."," Rated 5.0 out of 5, "
640,Ramamoorthy Narayanan,a year ago,Bang bang bang.. What an action movie with superb screenplay.. All actors equally performed.. But loved kamal actions in this 67th age.. Good hope for kollywood in 2022..," Rated 5.0 out of 5, "
641,microsoft ac,a year ago,"One of the best movie in the recent times, not only the acting the story and the action are exhilarating.
                          
And the background music is just awesome with those scenes, it leaves you with goosebumps."," Rated 5.0 out of 5, "
642,Prithiviraj Baskar,a year ago,"It is well directed and crafted movie.

Kamal Haasan - what an acting , thirai theepidikuthu🔥  

Vijay Sethupathi - Meth Disaster, Villainylish  

Fahad Fasil - 1st Half Hero 🔥Hawk Eye 

Congrats to the whole team 🍾🍾🍾"," Rated 5.0 out of 5, "
643,Baskaran Periyannan,a year ago,"NICE MOVIE.
KAMAL ACTING IS A BENCHMARK 
VJS ACTING NICE(DIFFERENTATION S VERY AWESOME FROM MASTER)
FAHADH ACTING AWESOME
DIRECTION IS VERY IMPORTANT AND WORK IS VERY VERY VERY GUD.
FINALLY VIKRAM WORTH FOR WATCHING"," Rated 5.0 out of 5, "
644,Prasad N Kulkarni,a year ago,Lack of cleverly curated script.. Still Wonderful cinematic experience..  Vijay Sethupathy needs to be more versatile otherwise will become monotonous.. Awaiting the finest work from the director..," Rated 4.0 out of 5, "
645,Shabana Anjum,a year ago,One of the best movies of Kamal Hasan till date.  I watched it twice and it Is still interesting. music is awesome," Rated 5.0 out of 5, "
646,Santhosh D,a year ago,One of the best movie I've watched.... Be it the story line... Technical wise.... Screenplay.... BG Scores.... Everything was so mind blowing.... I will just say this film is so perfect in all the aspects!!," Rated 5.0 out of 5, "
647,dynacars boy,a year ago,"Love this movie man ! One of the best tamil movies that I've ever watched , Can't Wait to see more of Lokesh Kanagaraj's Cinematic Universe 
!!!"," Rated 5.0 out of 5, "
648,Don't take Steroids Please,a year ago,"I am a Rajini Fan. 

This is the BEST KAMAL MOVIE AFTER VISHWAROOPAM. 

MUST WATCH IN THEATRE.

DONT MISS IT GUYS"," Rated 5.0 out of 5, "
649,Jarvis Jada,a year ago,"There will never be any other movie like this could be made in Indian cinema..acting power house Legendary Kamal Hasan is back...Once a upon a time there lived a ghost.. 

For Dir. Lokesh direction n screen play is nothing less then Christopher Nolan.."," Rated 5.0 out of 5, "
650,Vidyasagar Badugu,a year ago,No words....mind blowing experince what an epic direction by lokesh kanagarajan 👏👏👏👏take a boww..... how van you manage that stardoms ofter watching that movie i have no words to explain .....finally thank you for the great experience.," Rated 5.0 out of 5, "
651,Arun Iyer,a year ago,"Avoid it if you can, especially if you are planning a night show! 
Too much violence, action sequences are pedestrian.
Story line is focused on one person and that's not unique to this  Kamal movie.
The only saving grace is the absence of any female pairing with Kamal!!"," Rated 1.0 out of 5, "
652,shakeel ahamed,a year ago,"One of the best movie this year .very Good screenplay .#lokeshkanagaraj next big thing in tamil cinema 2ndhalf  pure fan boy sambavam .don""t miss  theatre experience #legend kamal sir"," Rated 5.0 out of 5, "
653,Muthu Selvam Muniyandi,a year ago,Very interesting screenplay & keep you hooked till end of movie. First half hero is Fahad Fazil and rest is rocked by Kamal. Vijay sethupathy is good as usual.," Rated 4.0 out of 5, "
654,Kapil Bhutada,a year ago,"Honestly film was great but couldn't understand the scene with kamal hassan escaping from the bomb blast, that was very confusing.  

But overall the film was amazing especially the bgm and music.  👌👌👌👌 Must watch...."," Rated 5.0 out of 5, "
655,Virtue Ripe,a year ago,"Wow what a movie. 

Well written characters + Complex screenplay + Amazing performances + Unexpected twists + Mass moments + Callbacks and links to other movies + Pumping Action Sequences."," Rated 5.0 out of 5, "
656,Shree A,a year ago,If you haven't watched in theatre...you will feel bad after watching in ott... ofcourse wonderful movie on any platform...don't miss it...movie plot performance bgm Direction everything...is top level...now we don't have to compare our movies to Hollywood..we have our own style...style which is close to Indian audience...," Rated 5.0 out of 5, "
657,Himanshu Dey,a year ago,I went only because of kamal sir. It was a big disappointment 😣.It was a torture. It became unbearable after the intervel. I don’t how it got a UA certificate as it has lot of bloodshed. People who like masala films will like it.," Rated 1.0 out of 5, "
658,aditya vijay pillai,a year ago,"VIKRAM MOVIE REVIEW
A MOVIE BEST MADE FOR THEATRE EXPERIENCE AND WILL NEVER BORE YOU AND MUSIC AND BGM IS JUST UNBELIEVABLE. CHARACTERS ALL HAVE IMPORTANCE AND EXCELLENT PERFORMANCE BY ALL ACTORS.
-ADITYA VIJAY PILLAI"," Rated 5.0 out of 5, "
659,Raising star Arif,a year ago,Movie is just awesome director just nailed it credit goes to all cast and crew director create a new trend with cinematic universe i hope lots of cinematic universe come like this Nd kamalhasan sir is awesome," Rated 4.0 out of 5, "
660,Ahmed Aakash,a year ago,"Splendid. A perfect thriller. Loved it! Kudos to Kamal Hasan, Vijay Sethupathi and Fahadh Faasil for their super performance."," Rated 5.0 out of 5, "
661,Regi Nellikatheruvil,a year ago,"The whole movie is 3. Hours but it doesn't even bore a second , the movie is a action packed love this movie , andaavar acting is mass 🔥🔥 , this is the first Kamal Hassan movie i watched from theatre and i became a fan of andaavar 🔥🔥 . Waiting for Vikram 3"," Rated 5.0 out of 5, "
